,PTS,PTS.1,G_x,SRS_x,SOS_x,Tm._x,Opp._x,FG_x,FGA_x,FG%_x,3P_x,3PA_x,3P%_x,FT_x,FTA_x,FT%_x,ORB_x,TRB_x,AST_x,STL_x,BLK_x,TOV_x,PF_x,Conf_x,G_y,SRS_y,SOS_y,Tm._y,Opp._y,FG_y,FGA_y,FG%_y,3P_y,3PA_y,3P%_y,FT_y,FTA_y,FT%_y,ORB_y,TRB_y,AST_y,STL_y,BLK_y,TOV_y,PF_y,Conf_y
BLK_x,0.019437398048126657,-0.06426975321246495,0.22962863215017879,0.3825618560383096,0.3116340932959313,0.13173145131244468,-0.20574208915277675,0.17113363618789829,0.1858868119234621,0.07228184771920126,-0.15450519064941037,-0.11800698446701119,-0.12901422857789974,0.10484590867575955,0.15138500765893978,-0.10998803553675328,0.24488946052611857,0.3784331754000925,0.18411342447730908,0.13184821129784902,1.0,0.007843154563483232,-0.09524558360917859,-0.07790967213036458,0.09479107314696152,0.24098652837412593,0.3044496328270553,-0.014636762375377681,-0.08213891362773865,-0.023384640343396112,0.004438083028895661,-0.04018255719790624,-0.02035810752144888,-0.0029032145945295934,-0.04427678102552203,0.022860736234672205,0.013626704923364865,0.02817908301667649,0.045139860259634346,0.048915316463733115,0.04659401352255979,0.0023615057788409165,0.09796204235196608,-0.07528100568176908,-0.07968170567749008,-0.08353887558937483
TOV_x,-0.038328465025243834,0.12125146300902617,-0.30314151661005273,-0.4236372656936796,-0.25336043719996193,-0.1790725477559054,0.316533348280901,-0.22512032671848425,-0.14805381329502773,-0.18703236466618467,-0.31746091556814865,-0.2708112141974685,-0.2344851974763978,0.19462081871008727,0.32318238739161753,-0.3027996703869654,0.2240583276165916,0.052461926106461484,-0.11967598023657275,0.20642350951765864,0.007843154563483232,1.0,0.48624356666259777,0.1428696472959234,-0.06396800948515788,-0.21081493730857273,-0.239040614954837,-0.01279913112020912,0.08143252094669635,-0.034259816801148306,0.027891678419795986,-0.0748998776497804,-0.0550281700976784,-0.05597232725135381,-0.019876823433511808,0.07179262384092487,0.11686219432315995,-0.10805121383918653,0.1098554790838037,-0.026243185315436103,-0.02896517536198245,0.18853856038614905,-0.08058349818575333,0.28388399431410166,0.24277093816472203,0.14273397532681545
PF_x,0.030655801542668747,0.09914897361103032,-0.11643859010092508,-0.22676696771820806,-0.15633124068367904,0.03935379256998782,0.24032143258242758,-0.06313250631934458,0.07799899651247662,-0.16359417286695116,-0.18314259579636927,-0.1687165257820598,-0.11378358308377748,0.35941078443912705,0.43061360572419716,-0.1269871809942751,0.2829947311157894,0.03255923146008695,-0.12729396729067813,0.24939188093447187,-0.09524558360917859,0.48624356666259777,1.0,0.19758650892598387,-0.055847692629049296,-0.14754917563163122,-0.155169738399476,0.03875770017597515,0.0905999117631946,-0.021221526475435484,0.0036637883536143174,-0.03161443126702987,-0.05112257437897191,-0.06006854751388548,-0.0003009780294528802,0.18285818939541817,0.222608553689392,-0.073170273743063,0.10357950829383898,0.017676948269648964,-0.03884175994800659,0.09300091822643311,-0.09260075306994908,0.2392948599984488,0.30268535177298017,0.19570661148651586
Conf_x,0.010038713299403854,-0.0030824778780693526,-0.06263512585099171,-0.1974861593753531,-0.22039384620521985,0.01127885950933273,0.06239764660334672,-0.013642989918228193,0.03395253262205204,-0.05429936636154923,-0.043530057109586226,-0.0462370118956201,-0.02035956815527188,0.08550495837285059,0.14251015422708738,-0.1495459861904069,0.08099712345053983,0.0181343037999251,-0.061859822968534886,0.10750666137001029,-0.07790967213036458,0.1428696472959234,0.19758650892598387,1.0,-0.07287725056276992,-0.19522638386685057,-0.2205214460076839,0.009638181384871583,0.05360525715543912,-0.01378038902933422,0.04637735056300077,-0.0662732791720664,-0.03735373179778164,-0.0354604734052789,-0.02342380489423384,0.07751621782352543,0.13210856693834838,-0.1429315226869655,0.09315569257261036,0.04293181027624572,-0.06321906923918419,0.1048849966207428,-0.08754244582421386,0.14365057426693303,0.18949525175495072,0.9443610946246163
G_y,-0.14010281484715237,0.19077986534165878,0.1989717268552931,0.26770607385674305,0.3516819747249387,0.02946866653031161,-0.049010693835231475,0.013369539597265485,-0.008210401482262706,0.025061815601851008,-0.01779479943279168,-0.0197712151252486,-0.009343980956852889,0.06584496730990216,0.04553189704789882,0.0639317885219827,0.027256923542581572,0.033590955355047594,0.049713047433512236,-0.006861420139339261,0.09479107314696152,-0.06396800948515788,-0.055847692629049296,-0.07287725056276992,1.0,0.6286006079576525,0.40017870635123026,0.37343527057701126,-0.33781455247747627,0.3459921805463678,0.15738834782764793,0.3541854706197986,0.18724281655027475,0.09846330294406624,0.25830456486269976,0.16422332387352415,0.10428446322650049,0.1791497838964593,0.13662334254436273,0.2812157685866745,0.35935095762272895,0.10492738621241712,0.23112474542751477,-0.294828627191756,-0.12363231372735563,-0.07398900805282868
SRS_y,-0.15547481160903345,0.1850972290369126,0.2782370892752086,0.641645493950221,0.7879491273543325,0.07950241703657346,-0.16135465506357727,0.059975217938477474,0.010950658885712491,0.07315648769202357,0.01706150628559411,0.021811525588226535,-0.005799351448255939,0.08178874994906467,0.036623427391845785,0.12613018941653562,0.028772052280252855,0.1193224057175597,0.1659793772215541,-0.06484232377944164,0.24098652837412593,-0.21081493730857273,-0.14754917563163122,-0.19522638386685057,0.6286006079576525,1.0,0.8186227779050633,0.4348276336129748,-0.474221810393567,0.40241383318936397,0.18124922265287327,0.4134657994431223,0.19793493873614654,0.12519580674097275,0.2388480503563499,0.20679162697553033,0.12449951087668988,0.24468770306474072,0.14966470464970713,0.38104139267131787,0.47396720892745375,0.10352693241746845,0.3844004449210062,-0.42426474362090183,-0.22691510734149034,-0.19799071224449327
SOS_y,-0.02458786656229717,0.027818214674468756,0.35882102170074476,0.7944513065589264,0.9584910394835279,0.12236677152905245,-0.1994118184341045,0.08985714932698699,0.026864230803635262,0.10088006336183958,0.023071231053069602,0.02307682148370828,0.00636272875030798,0.13191484604203685,0.07367957635767945,0.17049632893495067,0.05124626065959465,0.1596189972757849,0.22258488831739795,-0.053189332602538365,0.3044496328270553,-0.239040614954837,-0.155169738399476,-0.2205214460076839,0.40017870635123026,0.8186227779050633,1.0,0.1218393951023604,-0.20675998995043665,0.09431069342841845,0.0418802231955813,0.09308606282470858,0.01791654167258977,0.017895544647734737,0.003609987682558524,0.12346186477627352,0.06298608022825171,0.17300411332054197,0.055029902087620326,0.16995646736694422,0.23091392329383117,-0.047284063717133576,0.3079406600899832,-0.2528320964696129,-0.15090140730480472,-0.22020394291963807
Tm._y,0.12375383213583785,0.4568074569999241,0.022191112669079246,0.07853072537222214,0.12078687607994774,0.123433149841745,0.09056291898720605,0.10079966857931442,0.06769218641733316,0.08280038659701856,0.09006470281965827,0.07820635565638892,0.06049660415727448,0.06555153001484716,0.047735713737632364,0.06021679134097414,0.01739212749675973,0.023214618912746173,0.05528008921818665,0.007724399548237308,-0.014636762375377681,-0.01279913112020912,0.03875770017597515,0.009638181384871583,0.37343527057701126,0.4348276336129748,0.1218393951023604,1.0,0.27923687443173784,0.9133328417661734,0.6748599976403997,0.699772449575546,0.48285019279827623,0.33426690309386226,0.5154447879196107,0.4787975326483109,0.3986238756692823,0.2886571614570969,0.20005379173735982,0.48354614410346425,0.6354847629853133,0.21282448677509677,0.14098476179802055,-0.17979525721188344,0.03252917686596364,0.012905034365096291
Opp._y,0.40851858106507855,0.1338645932059217,-0.07180432568487413,-0.15814325411984861,-0.19255128819627845,0.088455158978896,0.14691748655328493,0.07090012338792905,0.06844041105900042,0.039918746662168346,0.07078491368878237,0.05817763137463533,0.05624277444815144,0.04417033919753071,0.035395017829042356,0.03709250935917591,0.014014681382922403,-0.026259943060177638,0.003071747013265781,0.05663030464350526,-0.08213891362773865,0.08143252094669635,0.0905999117631946,0.05360525715543912,-0.33781455247747627,-0.474221810393567,-0.20675998995043665,0.27923687443173784,1.0,0.227251308334333,0.36645981143113016,-0.011352893518208059,0.10378022117283475,0.10344024346280961,0.03185359077528484,0.21193246933027987,0.20711672823604335,0.04650868623865038,-0.04131176574594481,-0.07811182935097676,-0.014850252794022382,-0.09433256542202298,-0.2052979640820585,0.3121210072578865,0.2364165063686593,0.06733834588460726
FG_y,0.09745768458584558,0.4105839255937531,0.009586118226269437,0.05781420827682005,0.08835132859062866,0.09479584344549453,0.06822429538397118,0.08209572291294177,0.04872926077786314,0.07296479009774857,0.09735623407927624,0.0851706953814837,0.06536928200375806,0.021393464655855135,-0.0002712694455012377,0.06092480945148316,-0.008513983939780126,0.002537748333345192,0.048664292589236643,-0.002826579295096658,-0.023384640343396112,-0.034259816801148306,-0.021221526475435484,-0.01378038902933422,0.3459921805463678,0.40241383318936397,0.09431069342841845,0.9133328417661734,0.227251308334333,1.0,0.7358021719997366,0.7673725707808506,0.3342141760283492,0.17470822462027064,0.47933828798002903,0.16385822190170732,0.11918591438391826,0.14438881627837807,0.18549970507585606,0.4489692068468399,0.6796947438487656,0.24291308403588877,0.17554625409366686,-0.22736305542681115,-0.07017345643273594,-0.012703930961276118
