"Label (Grouping)","AGE BY EDUCATIONAL ATTAINMENT","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!Less than high school graduate","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!High school graduate (includes equivalency)","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!Some college or associate's degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than 9th grade","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!9th to 12th grade, no diploma","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, no degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years","AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years","AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over","AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin!!Bachelor's degree or higher","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Less than high school graduate","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!High school graduate (includes equivalency)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Some college or associate's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Bachelor's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Graduate or professional degree"
"        Estimate","","(X)","18.3%","42.7%","29.9%","9.2%","(X)","2.6%","8.6%","41.2%","18.2%","11.2%","10.1%","8.2%","88.8%","18.3%","(X)","89.1%","19.3%","(X)","92.1%","20.5%","(X)","89.4%","16.1%","(X)","86.0%","19.5%","","(X)","89.1%","18.2%","(X)","89.1%","18.1%","(X)","73.4%","12.0%","(X)","58.6%","0.0%","(X)","74.7%","46.1%","(X)","50.0%","16.7%","(X)","82.4%","14.1%","(X)","88.4%","21.7%","(X)","80.8%","17.8%","","24.3%","12.5%","8.5%","3.5%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±4.6","±5.8","±4.6","±2.7","(X)","±0.4","±1.0","±1.7","±1.2","±0.9","±0.9","±1.0","±1.1","±1.4","(X)","±3.0","±3.3","(X)","±2.7","±4.0","(X)","±1.5","±2.0","(X)","±1.9","±2.5","","(X)","±1.1","±1.4","(X)","±1.1","±1.4","(X)","±10.6","±11.4","(X)","±43.7","±59.2","(X)","±22.4","±21.8","(X)","±48.6","±34.4","(X)","±15.2","±13.6","(X)","±6.2","±8.5","(X)","±9.2","±8.6","","±5.3","±2.1","±1.6","±1.4","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","1,797","285","835","553","124","16,966","497","1,738","7,542","2,896","1,568","1,658","1,067","14,731","2,725","2,683","2,351","375","2,677","2,456","332","6,916","5,882","950","4,690","4,042","1,068","","16,242","14,189","2,575","16,140","14,102","2,555","132","81","15","6","1","0","71","35","35","0","0","0","202","153","14","313","272","86","312","235","43","","(X)","(X)","(X)","(X)","","44,502","31,587","41,227","46,626","47,401","66,654"
"        Margin of Error","","±68","±108","±141","±118","±62","±78","±104","±239","±384","±322","±191","±216","±199","±266","±278","±60","±119","±106","±53","±86","±90","±69","±202","±163","±51","±111","±182","","±63","±260","±262","±43","±250","±262","±53","±38","±18","±7","±2","±27","±26","±28","±28","±27","±27","±27","±88","±74","±17","±66","±69","±46","±47","±51","±30","","(X)","(X)","(X)","(X)","","±1,694","±7,208","±1,981","±3,017","±10,261","±4,009"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","15.9%","46.5%","30.8%","6.9%","(X)","2.9%","10.2%","44.5%","17.1%","9.2%","9.8%","6.3%","86.8%","16.1%","(X)","87.6%","14.0%","(X)","91.7%","12.4%","(X)","85.0%","13.7%","(X)","86.2%","22.8%","","(X)","87.4%","15.9%","(X)","87.4%","15.8%","(X)","61.4%","11.4%","(X)","16.7%","0.0%","(X)","49.3%","49.3%","(X)","-","-","(X)","75.7%","6.9%","(X)","86.9%","27.5%","(X)","75.3%","13.8%","","25.8%","9.8%","6.0%","3.0%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±6.0","±7.5","±6.5","±3.4","(X)","±0.6","±1.4","±2.3","±1.9","±1.1","±1.3","±1.2","±1.5","±1.6","(X)","±4.1","±4.0","(X)","±2.7","±3.4","(X)","±2.8","±2.3","(X)","±2.4","±3.9","","(X)","±1.5","±1.6","(X)","±1.5","±1.6","(X)","±16.1","±12.3","(X)","±38.7","±100.0","(X)","±37.8","±37.8","(X)","**","**","(X)","±21.8","±9.6","(X)","±9.7","±11.2","(X)","±13.8","±10.2","","±6.6","±2.5","±1.6","±1.8","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","1,685","352","651","487","195","17,050","400","1,175","6,459","3,278","2,253","1,767","1,718","15,475","3,485","2,530","2,294","633","2,592","2,398","747","6,842","6,413","1,266","5,086","4,370","839","","16,524","14,999","3,380","16,319","14,826","3,327","109","96","14","23","16","0","83","80","36","6","3","1","110","104","30","195","177","24","318","274","69","","(X)","(X)","(X)","(X)","","33,042","24,268","23,916","32,467","44,980","59,583"
"        Margin of Error","","±40","±113","±127","±115","±67","±62","±107","±213","±357","±268","±214","±222","±228","±253","±317","±25","±91","±118","±39","±132","±163","±58","±106","±196","±45","±141","±145","","±57","±250","±312","±37","±243","±302","±46","±44","±22","±18","±17","±27","±44","±45","±32","±6","±4","±2","±46","±44","±29","±51","±48","±22","±21","±47","±35","","(X)","(X)","(X)","(X)","","±2,292","±6,872","±2,464","±3,112","±9,250","±2,937"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","20.9%","38.6%","28.9%","11.6%","(X)","2.3%","6.9%","37.9%","19.2%","13.2%","10.4%","10.1%","90.8%","20.4%","(X)","90.7%","25.0%","(X)","92.5%","28.8%","(X)","93.7%","18.5%","(X)","85.9%","16.5%","","(X)","90.8%","20.5%","(X)","90.9%","20.4%","(X)","88.1%","12.8%","(X)","69.6%","0.0%","(X)","96.4%","43.4%","(X)","50.0%","16.7%","(X)","94.5%","27.3%","(X)","90.8%","12.3%","(X)","86.2%","21.7%","","22.1%","15.6%","10.5%","3.8%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±6.7","±7.3","±6.9","±4.0","(X)","±0.6","±1.3","±2.1","±1.6","±1.2","±1.3","±1.3","±1.4","±1.9","(X)","±3.6","±4.7","(X)","±5.0","±6.2","(X)","±1.3","±2.8","(X)","±2.8","±2.8","","(X)","±1.5","±1.9","(X)","±1.4","±1.9","(X)","±13.6","±20.8","(X)","±42.2","±66.4","(X)","±9.8","±28.4","(X)","±48.6","±34.4","(X)","±11.8","±26.2","(X)","±7.0","±10.3","(X)","±12.9","±11.0","","±6.0","±3.5","±2.4","±2.2","","(X)","(X)","(X)","(X)","(X)","(X)"
"Clinton County, New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","10,444","836","3,430","5,039","1,139","55,169","1,827","5,044","19,428","8,928","5,940","7,995","6,007","48,298","14,002","9,889","8,567","2,488","9,650","8,633","2,780","22,016","19,600","5,040","13,614","11,498","3,694","","50,474","44,867","13,244","50,196","44,659","13,175","2,462","1,745","136","84","58","4","602","512","317","37","35","20","706","368","71","804","713","210","1,254","827","188","","(X)","(X)","(X)","(X)","","44,082","31,755","36,508","42,850","58,340","65,193"
"        Margin of Error","","±231","±222","±499","±524","±376","±195","±292","±572","±979","±710","±600","±610","±622","±666","±910","±187","±300","±359","±183","±261","±372","±178","±464","±478","±103","±321","±406","","±142","±602","±887","±108","±603","±877","±155","±190","±58","±42","±38","±12","±117","±136","±100","±27","±27","±26","±127","±98","±61","±169","±158","±75","±99","±111","±72","","(X)","(X)","(X)","(X)","","±1,376","±4,770","±2,528","±2,049","±8,806","±4,734"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","8.0%","32.8%","48.2%","10.9%","(X)","3.3%","9.1%","35.2%","16.2%","10.8%","14.5%","10.9%","87.5%","25.4%","(X)","86.6%","25.2%","(X)","89.5%","28.8%","(X)","89.0%","22.9%","(X)","84.5%","27.1%","","(X)","88.9%","26.2%","(X)","89.0%","26.2%","(X)","70.9%","5.5%","(X)","69.0%","4.8%","(X)","85.0%","52.7%","(X)","94.6%","54.1%","(X)","52.1%","10.1%","(X)","88.7%","26.1%","(X)","65.9%","15.0%","","19.9%","11.6%","10.0%","3.2%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±2.1","±4.6","±4.8","±3.6","(X)","±0.5","±1.0","±1.8","±1.3","±1.1","±1.1","±1.1","±1.2","±1.6","(X)","±2.6","±3.5","(X)","±2.0","±3.9","(X)","±1.9","±2.2","(X)","±2.2","±3.0","","(X)","±1.2","±1.8","(X)","±1.2","±1.7","(X)","±6.3","±2.4","(X)","±24.7","±13.2","(X)","±11.0","±11.7","(X)","±15.9","±45.3","(X)","±9.8","±7.9","(X)","±5.8","±8.7","(X)","±7.1","±5.7","","±3.8","±1.8","±1.7","±0.9","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","5,207","512","2,007","2,385","303","28,771","1,229","3,314","11,047","4,366","2,939","3,684","2,192","24,228","5,876","5,723","4,597","993","5,351","4,581","1,188","11,318","9,745","1,858","6,379","5,305","1,837","","25,210","21,789","5,551","25,035","21,681","5,541","2,240","1,535","41","32","9","0","250","242","135","35","35","20","605","286","30","399","332","99","948","545","59","","(X)","(X)","(X)","(X)","","48,327","29,762","42,598","50,861","66,326","76,250"
"        Margin of Error","","±153","±138","±289","±336","±157","±198","±231","±436","±582","±440","±478","±422","±312","±524","±498","±144","±246","±202","±174","±223","±236","±175","±325","±264","±66","±237","±244","","±104","±457","±496","±76","±450","±495","±162","±186","±35","±26","±14","±30","±65","±67","±51","±27","±27","±26","±105","±79","±41","±124","±115","±58","±80","±100","±47","","(X)","(X)","(X)","(X)","","±3,141","±5,820","±3,225","±4,537","±5,343","±12,059"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","9.8%","38.5%","45.8%","5.8%","(X)","4.3%","11.5%","38.4%","15.2%","10.2%","12.8%","7.6%","84.2%","20.4%","(X)","80.3%","17.4%","(X)","85.6%","22.2%","(X)","86.1%","16.4%","(X)","83.2%","28.8%","","(X)","86.4%","22.0%","(X)","86.6%","22.1%","(X)","68.5%","1.8%","(X)","28.1%","0.0%","(X)","96.8%","54.0%","(X)","100.0%","57.1%","(X)","47.3%","5.0%","(X)","83.2%","24.8%","(X)","57.5%","6.2%","","17.7%","9.1%","7.4%","3.0%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±2.6","±5.6","±6.3","±3.0","(X)","±0.8","±1.5","±2.0","±1.5","±1.6","±1.4","±1.1","±1.7","±1.7","(X)","±4.0","±3.5","(X)","±3.0","±4.5","(X)","±2.5","±2.3","(X)","±3.4","±3.8","","(X)","±1.8","±2.0","(X)","±1.8","±2.0","(X)","±6.7","±1.6","(X)","±36.9","±56.3","(X)","±4.2","±20.6","(X)","±53.8","±47.4","(X)","±10.7","±6.6","(X)","±10.3","±13.8","(X)","±9.3","±5.0","","±4.8","±2.2","±2.1","±1.6","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","5,237","324","1,423","2,654","836","26,398","598","1,730","8,381","4,562","3,001","4,311","3,815","24,070","8,126","4,166","3,970","1,495","4,299","4,052","1,592","10,698","9,855","3,182","7,235","6,193","1,857","","25,264","23,078","7,693","25,161","22,978","7,634","222","210","95","52","49","4","352","270","182","2","0","0","101","82","41","405","381","111","306","282","129","","(X)","(X)","(X)","(X)","","39,583","33,103","30,555","35,819","52,892","62,586"
"        Margin of Error","","±183","±179","±405","±373","±330","±161","±160","±317","±644","±472","±354","±410","±426","±387","±589","±117","±144","±273","±71","±130","±253","±102","±306","±316","±67","±203","±282","","±84","±345","±574","±64","±344","±567","±58","±57","±45","±34","±34","±12","±93","±106","±85","±6","±30","±30","±56","±49","±35","±139","±134","±68","±75","±75","±51","","(X)","(X)","(X)","(X)","","±1,746","±3,876","±2,326","±1,507","±6,273","±5,918"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","6.2%","27.2%","50.7%","16.0%","(X)","2.3%","6.6%","31.7%","17.3%","11.4%","16.3%","14.5%","91.2%","30.8%","(X)","95.3%","35.9%","(X)","94.3%","37.0%","(X)","92.1%","29.7%","(X)","85.6%","25.7%","","(X)","91.3%","30.5%","(X)","91.3%","30.3%","(X)","94.6%","42.8%","(X)","94.2%","7.7%","(X)","76.7%","51.7%","(X)","0.0%","0.0%","(X)","81.2%","40.6%","(X)","94.1%","27.4%","(X)","92.2%","42.2%","","22.9%","14.2%","12.5%","3.4%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±3.4","±7.3","±7.5","±6.3","(X)","±0.6","±1.2","±2.4","±1.8","±1.3","±1.6","±1.6","±1.3","±2.2","(X)","±1.9","±6.3","(X)","±2.3","±6.0","(X)","±2.7","±2.9","(X)","±2.7","±3.9","","(X)","±1.3","±2.3","(X)","±1.4","±2.2","(X)","±5.4","±16.7","(X)","±9.3","±19.9","(X)","±17.2","±15.2","(X)","±100.0","±100.0","(X)","±16.5","±24.1","(X)","±6.0","±13.8","(X)","±7.3","±18.0","","±5.2","±2.4","±2.5","±1.3","","(X)","(X)","(X)","(X)","(X)","(X)"
"Columbia County, New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","3,999","437","1,690","1,156","716","47,055","1,359","2,772","13,856","6,782","5,871","8,527","7,888","42,924","16,415","6,687","6,172","1,905","6,643","5,884","2,328","18,806","17,480","6,661","14,919","13,388","5,521","","42,184","39,147","15,218","41,376","38,512","15,060","1,667","1,352","278","61","36","0","801","585","269","5","5","5","821","399","169","1,516","1,400","476","1,807","1,224","341","","(X)","(X)","(X)","(X)","","42,156","27,652","36,480","38,592","51,867","73,031"
"        Margin of Error","","±135","±153","±262","±227","±145","±137","±328","±352","±643","±530","±530","±579","±575","±503","±911","±150","±206","±268","±144","±236","±263","±121","±260","±567","±58","±283","±411","","±355","±493","±835","±300","±455","±834","±216","±214","±120","±44","±26","±30","±68","±97","±69","±11","±11","±11","±311","±146","±106","±310","±290","±149","±78","±161","±87","","(X)","(X)","(X)","(X)","","±1,559","±5,159","±2,225","±2,215","±6,001","±7,421"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","10.9%","42.3%","28.9%","17.9%","(X)","2.9%","5.9%","29.4%","14.4%","12.5%","18.1%","16.8%","91.2%","34.9%","(X)","92.3%","28.5%","(X)","88.6%","35.0%","(X)","92.9%","35.4%","(X)","89.7%","37.0%","","(X)","92.8%","36.1%","(X)","93.1%","36.4%","(X)","81.1%","16.7%","(X)","59.0%","0.0%","(X)","73.0%","33.6%","(X)","100.0%","100.0%","(X)","48.6%","20.6%","(X)","92.3%","31.4%","(X)","67.7%","18.9%","","20.3%","12.8%","7.1%","4.4%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±3.8","±6.2","±5.6","±3.6","(X)","±0.7","±0.7","±1.4","±1.1","±1.1","±1.2","±1.2","±1.0","±1.9","(X)","±2.1","±3.9","(X)","±2.9","±3.9","(X)","±1.2","±3.0","(X)","±1.9","±2.8","","(X)","±0.8","±2.0","(X)","±0.8","±2.0","(X)","±6.1","±6.9","(X)","±38.3","±40.8","(X)","±9.4","±7.2","(X)","±100.0","±100.0","(X)","±17.4","±10.3","(X)","±3.6","±8.1","(X)","±8.7","±4.8","","±5.0","±2.6","±1.7","±1.1","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","2,124","334","896","536","358","23,268","794","1,627","7,730","3,243","2,118","4,182","3,574","20,847","7,756","3,339","2,896","806","3,347","2,970","1,064","9,496","8,674","3,051","7,086","6,307","2,835","","20,875","19,177","7,297","20,361","18,795","7,195","885","646","130","45","23","0","361","239","68","0","0","0","458","173","36","644","589","225","1,013","596","158","","(X)","(X)","(X)","(X)","","47,223","31,500","41,647","48,289","53,834","86,532"
"        Margin of Error","","±114","±136","±195","±181","±107","±115","±183","±204","±447","±347","±307","±377","±385","±257","±524","±122","±139","±170","±85","±126","±173","±69","±161","±293","±62","±180","±243","","±169","±249","±487","±148","±237","±480","±113","±109","±71","±41","±21","±30","±45","±57","±35","±30","±30","±30","±160","±80","±42","±146","±141","±114","±83","±91","±76","","(X)","(X)","(X)","(X)","","±3,569","±4,966","±2,394","±5,509","±5,704","±9,539"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","15.7%","42.2%","25.2%","16.9%","(X)","3.4%","7.0%","33.2%","13.9%","9.1%","18.0%","15.4%","89.6%","33.3%","(X)","86.7%","24.1%","(X)","88.7%","31.8%","(X)","91.3%","32.1%","(X)","89.0%","40.0%","","(X)","91.9%","35.0%","(X)","92.3%","35.3%","(X)","73.0%","14.7%","(X)","51.1%","0.0%","(X)","66.2%","18.8%","(X)","-","-","(X)","37.8%","7.9%","(X)","91.5%","34.9%","(X)","58.8%","15.6%","","19.4%","11.8%","5.3%","4.2%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±6.3","±8.6","±8.5","±5.1","(X)","±0.8","±0.9","±2.0","±1.5","±1.3","±1.6","±1.6","±1.1","±2.2","(X)","±3.6","±5.0","(X)","±2.6","±5.0","(X)","±1.6","±3.1","(X)","±2.4","±3.4","","(X)","±0.9","±2.3","(X)","±0.9","±2.4","(X)","±7.8","±8.2","(X)","±46.5","±47.5","(X)","±14.2","±9.4","(X)","**","**","(X)","±19.6","±9.4","(X)","±5.3","±16.0","(X)","±10.3","±7.8","","±5.4","±3.6","±2.0","±1.4","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","1,875","103","794","620","358","23,787","565","1,145","6,126","3,539","3,753","4,345","4,314","22,077","8,659","3,348","3,276","1,099","3,296","2,914","1,264","9,310","8,806","3,610","7,833","7,081","2,686","","21,309","19,970","7,921","21,015","19,717","7,865","782","706","148","16","13","0","440","346","201","5","5","5","363","226","133","872","811","251","794","628","183","","(X)","(X)","(X)","(X)","","37,772","25,636","27,169","33,612","47,560","62,324"
"        Margin of Error","","±81","±62","±164","±152","±119","±84","±221","±278","±408","±377","±406","±430","±361","±374","±572","±122","±127","±192","±110","±169","±191","±107","±205","±353","±24","±209","±298","","±220","±375","±537","±166","±349","±531","±141","±152","±100","±18","±17","±30","±40","±66","±62","±11","±11","±11","±170","±102","±77","±215","±195","±95","±59","±94","±54","","(X)","(X)","(X)","(X)","","±2,366","±1,879","±4,177","±2,873","±9,242","±5,494"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
