,Unnamed: 0,Wave 3_Patients Admitted Due to COVID,Wave 3_Patients Admitted Not Due to COVID,Wave 3_Patients Newly Admitted,Wave 3_Patients Discharged,Wave 3_Patients Currently in ICU,Wave 3_Patients Currently ICU Intubated,Wave 3_Patients Expired,cluster,Median Income,Less than high school,High school graduate,Some college or associate's degree,Bachelor's degree or higher,"Management, business, science, and arts occupations",Service occupations,Sales and office occupations,"Natural resources, construction, and maintenance occupations","Production, transportation, and material moving occupations",Unemployed,POVERTY
23,LIVINGSTON,9.752406491574217,0.4410636106349258,0.9923931235242748,2.168562750266844,6.468932949509979,5.231504487822234,0.4288118429989973,3,64467,0.07432379612257661,0.30237648530331457,0.37249843652282677,0.25080128205128205,0.3767889398360428,0.1759761011532583,0.1885507850493261,0.12612894261497845,0.13255523134639433,2.8,4.8
24,MADISON,5.791863589449541,1.191787316219713,2.6397532124794165,2.3835746309691834,2.2276398420959773,0.9578851329099036,0.2561785815102329,3,63312,0.0672596388041929,0.33958179226730656,0.3621159362765439,0.23104263265195663,0.38136376677611655,0.1951608275686187,0.1931205967675093,0.09930185852274538,0.13105295036501005,2.4,4.2
29,NIAGARA,5.086935297602813,2.187239686644786,1.3892890518465577,1.7134564970423103,4.363792533832394,2.956692084301205,0.3633525213245182,3,60834,0.08537834116026977,0.31911537963584147,0.3448206866518367,0.2506855925520521,0.35734904740100737,0.16918834982381398,0.23526308454938186,0.08523620871573331,0.1529633095100635,3.5,5.8
30,ONEIDA,6.879783293484114,4.510370261712439,3.3485093260096934,2.9013886849757675,4.817153766289716,2.6500873029617664,0.5744031590737749,3,61733,0.11067412648785037,0.3037792770555647,0.3394438045088037,0.24610279194778126,0.39257787897873164,0.20622062884550166,0.21458262681071655,0.07397897388692408,0.11263989147812606,2.7,4.7
38,QUEENS,6.001173187376739,6.112976727151186,1.9160922420788669,1.99167773494012,1.81625640375412,1.2459008727630096,0.2380943022635133,3,75886,0.16712126839382146,0.2656389716694159,0.24305486074624527,0.32418489919051735,0.3673469738164879,0.23481113342267498,0.20137755544433159,0.08340623462741358,0.11305810268909193,4.4,7.0
39,RENSSELAER,6.28609686588469,4.052816378079811,2.369628137528703,2.289700204182958,2.990245030720536,1.6690833109911252,0.2632920151430521,3,76731,0.07975346544582179,0.27974266605984405,0.3196386834005724,0.32086518509376183,0.44684364909167096,0.15800241563755577,0.2096181813700116,0.07917375335847568,0.10636200054228598,3.4,5.4
41,ROCKLAND,6.746615743846966,4.099918162498633,2.1854287968220283,2.0958620428636032,1.840596793949085,0.94940759201842,0.2194385470946918,3,99707,0.11572207334685734,0.23048410929399685,0.26449030362226283,0.389303513736883,0.4663559355842498,0.1807803295256586,0.20844027181212516,0.062321307464195,0.08210215561377146,3.8,6.0
43,SCHENECTADY,5.344120116284219,2.784693980172212,2.3437441589006776,2.516289740669741,2.4971180095026604,1.8884155389374988,0.2540254408108262,3,69891,0.09051500194830497,0.27960611767762045,0.32037439927263284,0.30950448110144174,0.4274512984818375,0.17343283178542943,0.21178569980127346,0.08058563491097863,0.106744535020481,4.3,6.9
46,ST. LAWRENCE,4.587136746693701,3.763267437445279,2.6740842836735634,3.3583147265102995,4.740739499562232,1.4452622625685452,0.2373860725312197,3,54351,0.10846844355331237,0.34709210541477975,0.3406506032426453,0.20378884778926262,0.37560777957860614,0.22123176661264182,0.18339186025571763,0.0972672429317486,0.1225013506212858,3.3,6.3
47,STEUBEN,7.601338224482818,1.7485506454094717,3.351388737391007,3.764240973884425,3.132819907249103,0.5909453571123269,0.4290425200889041,3,58652,0.09403321213436805,0.35399142562544095,0.30981711618820207,0.24215824605198893,0.38774595385268723,0.16130326051054594,0.18260746472891992,0.11350445901948757,0.15483886188835935,3.7,6.3
49,SULLIVAN,5.366932450651201,3.1507844004375256,1.9367206870675624,2.553387970594221,2.399221148758649,1.0213551879833132,0.1638022474053724,3,63393,0.1349045103616416,0.32685900040633886,0.2875416497358797,0.2506948394961398,0.36497085482345043,0.2305063020722068,0.18424024170659506,0.09411908322397534,0.1261635181737724,4.5,8.0
50,TOMPKINS,4.879034337998864,3.911824887459807,2.027557588424437,2.034722103272177,3.3529927605447325,0.4155418375260072,0.1217967457915642,3,64260,0.04010083253175893,0.162924143421009,0.36254381018718146,0.4344312138600506,0.5513517668082163,0.1565244125050439,0.17600830082816132,0.04809484464769517,0.06802067521088331,2.8,4.7
53,WAYNE,7.377987670212416,4.265788146752407,0.9378094563062126,2.672341990293921,5.045912827141965,2.763633177042823,0.3651647437091244,3,64152,0.10154790126900014,0.33279877283502995,0.3367591688746339,0.22889415702133595,0.35184014450214496,0.163310002257846,0.20939263942199143,0.10887333483856401,0.1665838789794536,2.5,4.1
55,WYOMING,5.906440487528065,1.6074489945967283,2.859763906639362,2.224260817645753,5.588688941797636,1.4018450519355554,0.448590417211517,3,60013,0.11838140335772708,0.3714716192116106,0.3346350162966607,0.1755119611340016,0.3181321084864392,0.19253062117235345,0.20264654418197725,0.14594269466316712,0.140748031496063,2.3,4.1
