,PTS,PTS.1,W_x,L_x,Pace_x,ORtg_x,FTr_x,3PAr_x,TS%_x,TRB%_x,AST%_x,STL%_x,BLK%_x,eFG%_x,TOV%_x,ORB%_x,FT/FGA_x,Conf_x,W_y,L_y,Pace_y,ORtg_y,FTr_y,3PAr_y,TS%_y,TRB%_y,AST%_y,STL%_y,BLK%_y,eFG%_y,TOV%_y,ORB%_y,FT/FGA_y,Conf_y
Pace_y,0.25227093108224824,0.289925619808646,-0.037211334481538134,0.025057747703810817,0.16717301817780525,-0.016990885716202542,0.07682285842532259,-0.007509287869473274,-0.000966259760155632,-0.022951452149720067,-0.0017428607038590088,0.09583250922005368,-0.03774490726775502,-0.009674764935424272,0.09815187678240878,0.06522933684824851,0.06665617807152342,0.1341991908281366,0.04005857372327823,-0.06152752447184396,1.0,0.14340295475890041,0.265741576228012,-0.10097866737781709,0.19725880770634072,-0.07236664704323277,0.008530432098038197,0.15786102524412196,-0.006528408041621991,0.17507410149935956,0.053568843175818594,0.05310792075951967,0.24516063032760457,0.13750943295478052
ORtg_y,-0.026121677039110176,0.3883802789555183,0.048246107155818285,-0.03317139527992907,-0.013035370434193278,0.15916250926868863,-0.025166816469881722,0.08421732798311576,0.14011483189612012,0.044727419484818336,0.004693786357731135,-0.07870337314538593,0.020833617929406342,0.13706724146564345,-0.131233331472329,-0.024116999170552166,0.007951752048104435,-0.079712487898054,0.758302498594988,-0.7495422551506978,0.14340295475890041,1.0,0.01238013188655672,0.22051866105978019,0.8365838773969573,0.49805959938921535,0.2040902487841958,-0.001414166675107735,0.06073454545427936,0.8166080503341362,-0.631529532907163,0.2275289385200201,0.14501077015877648,-0.07906293280074167
FTr_y,0.04272470669565478,0.06830926307833331,0.011635391857481286,0.0007551516486883644,0.08660140487603611,-0.01655875554985707,0.14759459269814976,-0.051568032349912904,-0.02471346264988271,0.01923057043035994,-0.01883370478989718,0.04645304636733226,0.02185136053779334,-0.039448427102998264,0.06720276664946791,0.08940005290597973,0.1241395761189432,0.10823541700800202,0.10972314773999876,-0.11929152571959296,0.265741576228012,0.01238013188655672,1.0,-0.18018794668867227,0.10627357624923488,0.14657874417659175,-0.020907895167468465,0.07203207942976371,0.08437191227475066,-0.03926803068977244,0.2855182854612282,0.19290534895769157,0.9390981439657038,0.11794172467376884
3PAr_y,-0.0006281328667505774,0.06711630138759447,0.016162987670625975,-0.02488164410435815,0.008541425605494578,0.0905869372605659,-0.044367657922388413,0.0563118267871888,0.09780326468192574,0.02659291213448112,0.011370979900536756,-0.04843992365309706,0.004715900924105728,0.10862025776991438,-0.06548457552936184,-0.04442029664492911,-0.03460032319450664,-0.05761107705438833,0.08510220742370955,-0.08728083297362148,-0.10097866737781709,0.22051866105978019,-0.18018794668867227,1.0,0.2865000499661549,-0.0868401894510897,0.14892579088864039,-0.21308426819952325,-0.220082451284683,0.2984184403528435,-0.15345238175640516,-0.2696644659102904,-0.10857165434181883,-0.0598337198205202
TS%_y,0.01939074300576284,0.35071042707862615,0.024801602983838673,-0.01830532792812711,0.004154984642541128,0.14399675619931881,-0.031867821963798906,0.09075256439403098,0.15864657310167884,0.04019808145386878,0.000248236801770733,-0.07905066623569636,-0.023105873120592615,0.16263678592363132,-0.08285273041969896,-0.0489608904733896,-0.004524927290963086,-0.0816952429318753,0.5962155887477092,-0.6000608623244319,0.19725880770634072,0.8365838773969573,0.10627357624923488,0.2865000499661549,1.0,0.2596471514071135,0.2523657814696408,-0.07546500205223375,-0.06911524934378904,0.9711671137803004,-0.28295953210790525,-0.14380519760961114,0.24546931729995808,-0.0765296690284388
TRB%_y,-0.16131437316289582,0.15045964061374809,0.03032118625315226,-0.022959457042379002,-0.012457550087910484,0.04220996001324205,0.01859429155578325,0.027835680358804037,0.03550078543744663,-0.010955390238609738,0.007317097086453121,-0.011941318674215532,0.018582156663654002,0.03100109543899501,-0.06295377479175265,-0.03419089818070172,0.024526206840889415,0.0017617461856902418,0.5493247475649019,-0.5494799194639514,-0.07236664704323277,0.49805959938921535,0.14657874417659175,-0.0868401894510897,0.2596471514071135,1.0,0.1385673316534092,-0.09552088554267885,0.17237576413364833,0.25192982828590454,-0.11622519247630471,0.7128921936763515,0.14599902536637224,-0.011813813000126471
AST%_y,-0.05324304037954412,0.07235998411705115,0.060946714404063,-0.04511273323869918,0.016884686256413407,0.03033232761087676,-0.017726300744779554,0.0009610745888504543,0.02080445550003872,0.02776284700897008,0.12118021778831209,0.04569211205729837,0.07589024621265829,0.020640869011111566,-0.02526855492695814,0.013668943483211267,-0.009293005996314555,-0.07621912646908834,0.2781431252141702,-0.26526268464817937,0.008530432098038197,0.2040902487841958,-0.020907895167468465,0.14892579088864039,0.2523657814696408,0.1385673316534092,1.0,0.15032028192845964,0.12855871765960356,0.2746992599805359,-0.004862729732102217,0.02114247906613378,-0.019064226088461485,-0.08476476751392542
STL%_y,-0.09786407707618296,0.021624623425310678,-0.0104514787307469,0.02423221794779141,0.08912195996919364,-0.06851899967698456,0.04281181818760522,-0.05095767852151982,-0.07153450725723204,0.00033460691538199404,0.040132920324510525,0.10893720561555836,0.012457134641416347,-0.06892678608596338,0.1215240802984139,0.10847274114500456,0.014411228341941308,0.08474906917794968,0.2551531189236311,-0.2721329427175754,0.15786102524412196,-0.001414166675107735,0.07203207942976371,-0.21308426819952325,-0.07546500205223375,-0.09552088554267885,0.15032028192845964,1.0,0.24786839355044527,-0.06019297339363917,0.04704136854605446,0.22580156118050707,0.011346230316623048,0.08169569021034766
BLK%_y,-0.115476055682416,0.014735601177377962,0.07233906542971831,-0.05397597561717528,-0.0355973801455186,0.025485869839758753,0.013153999954798079,8.807130496336212e-06,-0.016543226244963096,0.030137083121474482,0.07073066526612987,0.00544762121863954,0.10096919829105153,-0.020855763817123507,-0.06584272728072113,0.03243538048299622,0.012414609067106393,-0.0901616821535785,0.2830246322352617,-0.2705919534787012,-0.006528408041621991,0.06073454545427936,0.08437191227475066,-0.220082451284683,-0.06911524934378904,0.17237576413364833,0.12855871765960356,0.24786839355044527,1.0,-0.06459608350943245,-0.0469716995358634,0.2759168651969633,0.03770017364529643,-0.08379423404120023
eFG%_y,0.008080357639468311,0.3343909593777819,0.016547970470139332,-0.014980025841256399,-0.004438859403660623,0.13840337075464845,-0.0464390168562817,0.10273348554597966,0.159877489665923,0.03616963725440049,0.002177380371942225,-0.07745969969573281,-0.03291500579268635,0.16853785539296523,-0.07860364084710568,-0.06299211560545907,-0.022367265849954705,-0.07819436958355029,0.5761840082938462,-0.5818708672456396,0.17507410149935956,0.8166080503341362,-0.03926803068977244,0.2984184403528435,0.9711671137803004,0.25192982828590454,0.2746992599805359,-0.06019297339363917,-0.06459608350943245,1.0,-0.2888422949598649,-0.15203651196610962,0.048117596458575704,-0.0737688348735601
TOV%_y,0.04431878335741942,-0.20284430067123185,-0.06084939418363259,0.04822529418027342,0.11104194504286503,-0.13264070640569675,0.08396222474731285,-0.06976930425390755,-0.08248080709543941,-0.06330679053273122,-0.010096030754105693,0.1347309682688258,-0.05849231450550657,-0.07948446495904819,0.20210287551401485,0.05250629602069049,0.04182780050736708,0.09952991939677484,-0.46465334788160434,0.44961922624653067,0.053568843175818594,-0.631529532907163,0.2855182854612282,-0.15345238175640516,-0.28295953210790525,-0.11622519247630471,-0.004862729732102217,0.04704136854605446,-0.0469716995358634,-0.2888422949598649,1.0,0.048181985734859274,0.17219993645495107,0.10132556376485224
ORB%_y,-0.06846454921158997,0.08536890926724518,0.009944274678910006,0.004478504034371543,0.07796344997044984,-0.0330430335648777,0.09582345430611405,-0.04887156610392459,-0.059066840163604924,-0.03770525940908113,0.0018325466185337806,0.11026147156533696,0.040217793496578176,-0.0728409201511861,0.05279770675663568,0.09798730899349029,0.07899385072136325,0.07219279741439005,0.29383325509507224,-0.2855141116935863,0.05310792075951967,0.2275289385200201,0.19290534895769157,-0.2696644659102904,-0.14380519760961114,0.7128921936763515,0.02114247906613378,0.22580156118050707,0.2759168651969633,-0.15203651196610962,0.048181985734859274,1.0,0.12720166419763604,0.0658456830195026
FT/FGA_y,0.052623312568789694,0.1170340066988235,0.02515182598157368,-0.007885329261376514,0.07335931577438917,0.018031073095017325,0.12246440493698936,-0.04303098739989045,0.0038220777569425947,0.025521161762104325,-0.01567462909341141,0.018434475635525714,0.027136259037044044,-0.013699585678164001,0.028499706742475296,0.07758403655828906,0.11557046531998258,0.05648407347504182,0.1806558952027802,-0.18417151438895174,0.24516063032760457,0.14501077015877648,0.9390981439657038,-0.10857165434181883,0.24546931729995808,0.14599902536637224,-0.019064226088461485,0.011346230316623048,0.03770017364529643,0.048117596458575704,0.17219993645495107,0.12720166419763604,1.0,0.06438142354463616
Conf_y,0.012252266072660865,-0.002318848503539788,-0.06702187960895307,0.05809603320284536,0.1342817982333121,-0.07621784969661335,0.11418459538599482,-0.06650305877853883,-0.07486357912586794,0.001394671030958089,-0.06986649461653986,0.09275256899499819,-0.08484257995106555,-0.07152646274873951,0.09915069905294596,0.06980776831847153,0.06165156445757654,0.9443610946246163,-0.07800908533349209,0.06868405550679726,0.13750943295478052,-0.07906293280074167,0.11794172467376884,-0.0598337198205202,-0.0765296690284388,-0.011813813000126471,-0.08476476751392542,0.08169569021034766,-0.08379423404120023,-0.0737688348735601,0.10132556376485224,0.0658456830195026,0.06438142354463616,1.0
