Visitor/Neutral,PTS,Home/Neutral,PTS
,,,
Illinois,66,Maryland,71
Indiana,48,Rutgers,63
Northwestern,70,Michigan State,63
Minnesota,70,Purdue,89
Maryland,59,Wisconsin,64
Nebraska,65,Indiana,81
Michigan State,67,Penn State,58
Michigan,90,Minnesota,75
Rutgers,66,Ohio State,67
Penn State,74,Illinois,59
Purdue,65,Nebraska,62
Wisconsin,78,Iowa,75
Iowa,50,Nebraska,66
Maryland,46,Michigan,81
Ohio State,73,Northwestern,57
Iowa,79,Penn State,83
Rutgers,65,Purdue,64
Nebraska,56,Michigan State,74
Minnesota,60,Wisconsin,63
Penn State,69,Michigan,79
Illinois,60,Northwestern,73
Indiana,89,Iowa,91
Purdue,71,Ohio State,69
Maryland,50,Rutgers,64
Wisconsin,69,Illinois,79
Michigan,53,Michigan State,59
Nebraska,81,Minnesota,79
Northwestern,84,Indiana,83
Ohio State,73,Maryland,80
Purdue,76,Penn State,63
Iowa,76,Rutgers,65
Illinois,76,Nebraska,50
Michigan State,69,Wisconsin,65
Rutgers,65,Northwestern,62
Indiana,66,Penn State,85
Michigan,84,Iowa,93
Minnesota,70,Ohio State,67
Michigan State,66,Illinois,75
Nebraska,55,Purdue,73
Wisconsin,45,Indiana,63
Maryland,67,Iowa,81
Northwestern,78,Michigan,85
Ohio State,64,Rutgers,68
Purdue,64,Michigan State,63
Illinois,78,Minnesota,60
Penn State,60,Wisconsin,63
Ohio State,60,Nebraska,63
Indiana,80,Illinois,65
Michigan,58,Maryland,64
Rutgers,57,Michigan State,70
Purdue,61,Minnesota,39
Iowa,77,Ohio State,93
Nebraska,65,Penn State,76
Michigan State,69,Indiana,82
Minnesota,56,Michigan,60
Maryland,55,Purdue,58
Wisconsin,63,Northwestern,66
Ohio State,60,Illinois,69
Penn State,45,Rutgers,65
Wisconsin,55,Maryland,73
Indiana,61,Minnesota,57
Northwestern,78,Nebraska,63
Purdue,75,Michigan,70
Iowa,61,Michigan State,63
Ohio State,70,Indiana,86
Nebraska,63,Maryland,82
Minnesota,61,Northwestern,81
Illinois,61,Wisconsin,51
Rutgers,82,Iowa,93
Michigan,61,Penn State,83
Michigan State,61,Purdue,77
Nebraska,56,Illinois,72
Northwestern,70,Iowa,86
Indiana,55,Maryland,66
Penn State,60,Purdue,80
Minnesota,55,Rutgers,90
Michigan,68,Northwestern,51
Wisconsin,65,Ohio State,60
Purdue,74,Indiana,79
Illinois,79,Iowa,81
Maryland,81,Minnesota,46
Michigan State,55,Rutgers,61
Ohio State,69,Michigan,77
Penn State,63,Nebraska,72
Northwestern,54,Wisconsin,52
Rutgers,60,Indiana,66
Maryland,58,Michigan State,63
Nebraska,72,Michigan,93
Wisconsin,79,Penn State,74
Northwestern,69,Ohio State,63
Iowa,73,Purdue,87
Rutgers,60,Illinois,69
Penn State,68,Maryland,74
Indiana,62,Michigan,61
Wisconsin,63,Nebraska,73
Iowa,68,Minnesota,56
Purdue,58,Northwestern,64
Michigan State,62,Ohio State,41
Illinois,81,Penn State,93
Nebraska,82,Rutgers,72
Michigan,59,Wisconsin,64
Minnesota,,Michigan State,
Indiana,62,Northwestern,64
Ohio State,75,Iowa,92
Purdue,54,Maryland,68
Illinois,68,Indiana,71
Michigan State,72,Michigan,84
Penn State,76,Minnesota,69
Rutgers,58,Wisconsin,57
Maryland,66,Nebraska,70
Iowa,60,Northwestern,80
Ohio State,55,Purdue,82
Minnesota,69,Illinois,78
Indiana,65,Michigan State,80
Minnesota,70,Maryland,88
Iowa,52,Wisconsin,64
Northwestern,62,Illinois,66
Penn State,75,Ohio State,71
Michigan,58,Rutgers,45
Michigan State,106,Iowa,112
Minnesota,67,Nebraska,78
Indiana,79,Purdue,71
Northwestern,59,Maryland,75
Wisconsin,79,Michigan,87
Illinois,60,Ohio State,72
Rutgers,59,Penn State,56
Iowa,90,Indiana,68
Michigan State,80,Nebraska,67
Penn State,68,Northwestern,65
Maryland,62,Ohio State,73
Michigan,87,Illinois,91
Rutgers,74,Minnesota,75
Purdue,63,Wisconsin,61
Ohio State,78,Michigan State,84
Michigan,73,Indiana,75
Nebraska,81,Iowa,77
Wisconsin,71,Minnesota,67
Maryland,64,Penn State,65
Illinois,71,Purdue,76
Northwestern,65,Rutgers,53
Minnesota,78,Nebraska,75
Ohio State,65,Wisconsin,57
Penn State,79,Illinois,76
Ohio State,73,Iowa,69
Minnesota,54,Maryland,70
Rutgers,62,Michigan,50
Maryland,60,Indiana,70
Ohio State,68,Michigan State,58
Penn State,67,Northwestern,65
Rutgers,65,Purdue,70
Penn State,77,Indiana,73
Ohio State,66,Purdue,80
Penn State,65,Purdue,67
